base_name_en,rank,condition_en,item_en,stack,percentage
Pukei-Pukei,LR,Bandit Mantle,Large Scale,1,100
Pukei-Pukei,LR,Hunt (Bronze),Pukei-Pukei Shell,1,24
Pukei-Pukei,LR,Hunt (Bronze),Pukei-Pukei Scale,1,22
Pukei-Pukei,LR,Hunt (Bronze),Poison Sac,1,19
Pukei-Pukei,LR,Hunt (Bronze),Pukei-Pukei Quill,1,16
Pukei-Pukei,LR,Hunt (Bronze),Monster Bone M,2,10
Pukei-Pukei,LR,Hunt (Bronze),Pukei-Pukei Sac,1,9
Pukei-Pukei,LR,Investigation (Silver),Pukei-Pukei Quill,1,30
Pukei-Pukei,LR,Investigation (Silver),Pukei-Pukei Sac,1,25
Pukei-Pukei,LR,Investigation (Silver),Poison Sac,2,16
Pukei-Pukei,LR,Investigation (Silver),Pukei-Pukei Scale,2,15
Pukei-Pukei,LR,Investigation (Silver),Pukei-Pukei Shell,2,14
Pukei-Pukei,LR,Investigation (Gold),Pukei-Pukei Quill,1,38
Pukei-Pukei,LR,Investigation (Gold),Pukei-Pukei Sac,1,30
Pukei-Pukei,LR,Investigation (Gold),Poison Sac,3,12
Pukei-Pukei,LR,Investigation (Gold),Pukei-Pukei Shell,3,10
Pukei-Pukei,LR,Investigation (Gold),Pukei-Pukei Scale,3,10
Pukei-Pukei,HR,Track,Pukei-Pukei Scale+,1,100
Pukei-Pukei,HR,Carve / Capture,Pukei-Pukei Scale+,1,29
Pukei-Pukei,HR,Carve / Capture,Pukei-Pukei Carapace,1,22
Pukei-Pukei,HR,Carve / Capture,Pukei-Pukei Wing,1,18
Pukei-Pukei,HR,Carve / Capture,Pukei-Pukei Sac+,1,14
Pukei-Pukei,HR,Carve / Capture,Pukei-Pukei Tail,1,12
Pukei-Pukei,HR,Carve / Capture,Bird Wyvern Gem,1,5
Pukei-Pukei,HR,Wound Head,Pukei-Pukei Sac+,1,75
Pukei-Pukei,HR,Wound Head,Pukei-Pukei Scale+,2,25
Pukei-Pukei,HR,Wound Wings,Pukei-Pukei Wing,1,80
Pukei-Pukei,HR,Wound Wings,Pukei-Pukei Scale+,1,20
Pukei-Pukei,HR,Wound Back,Pukei-Pukei Carapace,1,80
Pukei-Pukei,HR,Wound Back,Pukei-Pukei Scale+,1,20
Pukei-Pukei,HR,Shiny Drop,Pukei-Pukei Scale+,1,50
Pukei-Pukei,HR,Shiny Drop,Pukei-Pukei Wing,1,28
Pukei-Pukei,HR,Shiny Drop,Wyvern Tear,1,22
Pukei-Pukei,HR,Tail Carve,Pukei-Pukei Tail,1,80
Pukei-Pukei,HR,Tail Carve,Pukei-Pukei Scale+,1,20
Pukei-Pukei,HR,Palico Bonus,Pukei-Pukei Scale+,1,50
Pukei-Pukei,HR,Palico Bonus,Pukei-Pukei Wing,1,28
Pukei-Pukei,HR,Palico Bonus,Wyvern Tear,1,22
Pukei-Pukei,HR,Plunderblade,Pukei-Pukei Scale+,1,43
Pukei-Pukei,HR,Plunderblade,Pukei-Pukei Carapace,1,32
Pukei-Pukei,HR,Plunderblade,Pukei-Pukei Wing,1,23
Pukei-Pukei,HR,Plunderblade,Bird Wyvern Gem,1,2
Pukei-Pukei,HR,Bandit Mantle,Large Scale,1,70
Pukei-Pukei,HR,Bandit Mantle,Beautiful Scale,1,30
Pukei-Pukei,HR,Hunt (Bronze),Pukei-Pukei Carapace,1,24
Pukei-Pukei,HR,Hunt (Bronze),Pukei-Pukei Scale+,1,19
Pukei-Pukei,HR,Hunt (Bronze),Toxin Sac,1,19
Pukei-Pukei,HR,Hunt (Bronze),Pukei-Pukei Wing,1,16
Pukei-Pukei,HR,Hunt (Bronze),Monster Keenbone,2,10
Pukei-Pukei,HR,Hunt (Bronze),Pukei-Pukei Sac+,1,9
Pukei-Pukei,HR,Hunt (Bronze),Bird Wyvern Gem,1,3
Pukei-Pukei,HR,Investigation (Silver),Pukei-Pukei Sac+,1,25
Pukei-Pukei,HR,Investigation (Silver),Pukei-Pukei Wing,1,22
Pukei-Pukei,HR,Investigation (Silver),Pukei-Pukei Carapace,2,14
Pukei-Pukei,HR,Investigation (Silver),Pukei-Pukei Scale+,2,14
Pukei-Pukei,HR,Investigation (Silver),Toxin Sac,2,14
Pukei-Pukei,HR,Investigation (Silver),Bird Wyvern Gem,1,11
Pukei-Pukei,HR,Investigation (Gold),Pukei-Pukei Sac+,1,25
Pukei-Pukei,HR,Investigation (Gold),Pukei-Pukei Wing,1,22
Pukei-Pukei,HR,Investigation (Gold),Bird Wyvern Gem,1,17
Pukei-Pukei,HR,Investigation (Gold),Pukei-Pukei Carapace,3,14
Pukei-Pukei,HR,Investigation (Gold),Toxin Sac,3,12
Pukei-Pukei,HR,Investigation (Gold),Pukei-Pukei Scale+,3,10
Pukei-Pukei,HR,Investigation (Purple),Mysterious Feystone,1,55
Pukei-Pukei,HR,Investigation (Purple),Glowing Feystone,1,25
Pukei-Pukei,HR,Investigation (Purple),Worn Feystone,1,15
Pukei-Pukei,HR,Investigation (Purple),Warped Feystone,1,5
Pukei-Pukei,MR,Track,Pukei-Pukei Shard,1,100
Pukei-Pukei,MR,Carve / Capture,Pukei-Pukei Shard,1,29
Pukei-Pukei,MR,Carve / Capture,Pukei-Pukei Cortex,1,22
Pukei-Pukei,MR,Carve / Capture,Pukei-Pukei Fellwing,1,18
Pukei-Pukei,MR,Carve / Capture,Large Pukei-Pukei Sac,1,14
Pukei-Pukei,MR,Carve / Capture,Pukei-Pukei Lash,1,12
Pukei-Pukei,MR,Carve / Capture,Fey Wyvern Gem,1,5
Pukei-Pukei,MR,Wound Head,Large Pukei-Pukei Sac,1,75
Pukei-Pukei,MR,Wound Head,Pukei-Pukei Shard,2,25
Pukei-Pukei,MR,Wound Wings,Pukei-Pukei Fellwing,1,80
Pukei-Pukei,MR,Wound Wings,Pukei-Pukei Shard,1,20
Pukei-Pukei,MR,Wound Back,Pukei-Pukei Cortex,1,80
Pukei-Pukei,MR,Wound Back,Pukei-Pukei Shard,1,20
Pukei-Pukei,MR,Shiny Drop,Deadly Poison Sac,1,50
Pukei-Pukei,MR,Shiny Drop,Pukei-Pukei Fellwing,1,28
Pukei-Pukei,MR,Shiny Drop,Large Wyvern Tear,1,22
Pukei-Pukei,MR,Tail Carve,Pukei-Pukei Lash,1,80
Pukei-Pukei,MR,Tail Carve,Pukei-Pukei Shard,1,20
Pukei-Pukei,MR,Palico Bonus,Pukei-Pukei Shard,1,50
Pukei-Pukei,MR,Palico Bonus,Pukei-Pukei Fellwing,1,28
Pukei-Pukei,MR,Palico Bonus,Large Wyvern Tear,1,22
Pukei-Pukei,MR,Plunderblade,Pukei-Pukei Shard,1,43
Pukei-Pukei,MR,Plunderblade,Pukei-Pukei Cortex,1,32
Pukei-Pukei,MR,Plunderblade,Pukei-Pukei Fellwing,1,23
Pukei-Pukei,MR,Plunderblade,Fey Wyvern Gem,1,2
Pukei-Pukei,MR,Bandit Mantle,Beautiful Scale,1,70
Pukei-Pukei,MR,Bandit Mantle,Lustrous Scale,1,30
Pukei-Pukei,MR,Hunt (Bronze),Pukei-Pukei Cortex,1,29
Pukei-Pukei,MR,Hunt (Bronze),Pukei-Pukei Shard,1,21
Pukei-Pukei,MR,Hunt (Bronze),Deadly Poison Sac,1,21
Pukei-Pukei,MR,Hunt (Bronze),Pukei-Pukei Fellwing,1,15
Pukei-Pukei,MR,Hunt (Bronze),Large Pukei-Pukei Sac,1,11
Pukei-Pukei,MR,Hunt (Bronze),Fey Wyvern Gem,1,3
Pukei-Pukei,MR,Investigation (Silver),Large Pukei-Pukei Sac,1,25
Pukei-Pukei,MR,Investigation (Silver),Pukei-Pukei Fellwing,1,22
Pukei-Pukei,MR,Investigation (Silver),Pukei-Pukei Cortex,2,14
Pukei-Pukei,MR,Investigation (Silver),Pukei-Pukei Shard,2,14
Pukei-Pukei,MR,Investigation (Silver),Deadly Poison Sac,2,14
Pukei-Pukei,MR,Investigation (Silver),Fey Wyvern Gem,1,11
Pukei-Pukei,MR,Investigation (Gold),Large Pukei-Pukei Sac,1,25
Pukei-Pukei,MR,Investigation (Gold),Pukei-Pukei Fellwing,1,22
Pukei-Pukei,MR,Investigation (Gold),Fey Wyvern Gem,1,17
Pukei-Pukei,MR,Investigation (Gold),Pukei-Pukei Cortex,3,14
Pukei-Pukei,MR,Investigation (Gold),Deadly Poison Sac,3,12
Pukei-Pukei,MR,Investigation (Gold),Pukei-Pukei Shard,3,10
Pukei-Pukei,MR,Investigation (Purple),Ancient Feystone,1,70
Pukei-Pukei,MR,Investigation (Purple),Carved Feystone,1,30
Pukei-Pukei,MR,Guiding Lands (Low),Fierce Dragonvein Bone,1,63
Pukei-Pukei,MR,Guiding Lands (Low),Fragrant Poison Sac,1,37
Pukei-Pukei,MR,Guiding Lands (Mid),Fragrant Poison Sac,1,63
Pukei-Pukei,MR,Guiding Lands (Mid),Fierce Dragonvein Bone,1,37
Pukei-Pukei,MR,Guiding Lands (High),Fragrant Poison Sac,1,100
Pukei-Pukei,MR,Guiding Lands (Tempered),Tempered Poison Sac,1,56
Pukei-Pukei,MR,Guiding Lands (Tempered),Spiritvein Slogbone,1,27
Pukei-Pukei,MR,Guiding Lands (Tempered),Spiritvein Gem Shard,1,17
Barroth,LR,Track,Barroth Shell,1,100
Barroth,LR,Carve / Capture,Barroth Shell,1,31
Barroth,LR,Carve / Capture,Barroth Ridge,1,24
Barroth,LR,Carve / Capture,Barroth Claw,1,18
Barroth,LR,Carve / Capture,Barroth Scalp,1,15
Barroth,LR,Carve / Capture,Barroth Tail,1,12
Barroth,LR,Wound Forearms,Barroth Claw,1,100
Barroth,LR,Wound Hindlegs,Barroth Shell,2,100
Barroth,LR,Shiny Drop,Fertile Mud,1,50
Barroth,LR,Shiny Drop,Barroth Shell,1,28
Barroth,LR,Shiny Drop,Wyvern Tear,1,22
Barroth,LR,Tail Carve,Barroth Tail,1,80
Barroth,LR,Tail Carve,Barroth Shell,1,20
Barroth,LR,Head Shell Carve,Barroth Scalp,1,80
Barroth,LR,Head Shell Carve,Barroth Ridge,1,20
Barroth,LR,Palico Bonus,Fertile Mud,1,50
Barroth,LR,Palico Bonus,Barroth Shell,1,28
Barroth,LR,Palico Bonus,Wyvern Tear,1,22
Barroth,LR,Plunderblade,Barroth Shell,1,37
Barroth,LR,Plunderblade,Barroth Ridge,1,30
Barroth,LR,Plunderblade,Barroth Claw,1,18
Barroth,LR,Plunderblade,Fertile Mud,1,15
Barroth,LR,Bandit Mantle,Large Scale,1,100
Barroth,LR,Hunt (Bronze),Barroth Ridge,1,26
Barroth,LR,Hunt (Bronze),Barroth Shell,1,20
Barroth,LR,Hunt (Bronze),Barroth Claw,1,16
Barroth,LR,Hunt (Bronze),Fertile Mud,1,16
Barroth,LR,Hunt (Bronze),Monster Bone M,1,13
Barroth,LR,Hunt (Bronze),Barroth Scalp,1,9
Barroth,LR,Investigation (Silver),Barroth Claw,1,22
Barroth,LR,Investigation (Silver),Barroth Ridge,2,18
Barroth,LR,Investigation (Silver),Barroth Scalp,1,18
Barroth,LR,Investigation (Silver),Barroth Tail,1,16
Barroth,LR,Investigation (Silver),Barroth Shell,2,14
Barroth,LR,Investigation (Silver),Fertile Mud,2,12
Barroth,LR,Investigation (Gold),Barroth Claw,1,24
Barroth,LR,Investigation (Gold),Barroth Scalp,1,22
Barroth,LR,Investigation (Gold),Barroth Tail,1,20
Barroth,LR,Investigation (Gold),Barroth Ridge,3,14
Barroth,LR,Investigation (Gold),Barroth Shell,3,10
Barroth,LR,Investigation (Gold),Fertile Mud,3,10
Barroth,HR,Track,Barroth Carapace,1,100
Barroth,HR,Carve / Capture,Barroth Carapace,1,30
Barroth,HR,Carve / Capture,Barroth Ridge+,1,24
Barroth,HR,Carve / Capture,Barroth Claw+,1,18
Barroth,HR,Carve / Capture,Barroth Scalp,1,15
Barroth,HR,Carve / Capture,Barroth Tail,1,11
Barroth,HR,Carve / Capture,Wyvern Gem,1,2
Barroth,HR,Wound Forearms,Barroth Claw+,1,100
Barroth,HR,Wound Hindlegs,Barroth Carapace,2,100
Barroth,HR,Shiny Drop,Fertile Mud,1,50
Barroth,HR,Shiny Drop,Barroth Carapace,1,28
Barroth,HR,Shiny Drop,Wyvern Tear,1,22
Barroth,HR,Tail Carve,Barroth Tail,1,80
Barroth,HR,Tail Carve,Barroth Carapace,1,20
Barroth,HR,Head Shell Carve,Barroth Scalp,1,80
Barroth,HR,Head Shell Carve,Barroth Ridge+,1,20
Barroth,HR,Palico Bonus,Fertile Mud,1,50
Barroth,HR,Palico Bonus,Barroth Carapace,1,28
Barroth,HR,Palico Bonus,Wyvern Tear,1,22
Barroth,HR,Plunderblade,Barroth Carapace,1,43
Barroth,HR,Plunderblade,Barroth Ridge+,1,32
Barroth,HR,Plunderblade,Barroth Claw+,1,23
Barroth,HR,Plunderblade,Wyvern Gem,1,2
Barroth,HR,Bandit Mantle,Large Scale,1,70
Barroth,HR,Bandit Mantle,Beautiful Scale,1,30
Barroth,HR,Hunt (Bronze),Barroth Ridge+,1,25
Barroth,HR,Hunt (Bronze),Barroth Carapace,1,20
Barroth,HR,Hunt (Bronze),Barroth Claw+,1,16
Barroth,HR,Hunt (Bronze),Monster Keenbone,1,15
Barroth,HR,Hunt (Bronze),Fertile Mud,2,12
Barroth,HR,Hunt (Bronze),Barroth Scalp,1,11
Barroth,HR,Hunt (Bronze),Wyvern Gem,1,1
Barroth,HR,Investigation (Silver),Barroth Claw+,1,26
Barroth,HR,Investigation (Silver),Barroth Ridge+,2,18
Barroth,HR,Investigation (Silver),Barroth Scalp,2,18
Barroth,HR,Investigation (Silver),Barroth Tail,1,16
Barroth,HR,Investigation (Silver),Barroth Carapace,2,14
Barroth,HR,Investigation (Silver),Wyvern Gem,1,8
Barroth,HR,Investigation (Gold),Barroth Claw+,1,26
Barroth,HR,Investigation (Gold),Barroth Scalp,2,18
Barroth,HR,Investigation (Gold),Barroth Tail,1,16
Barroth,HR,Investigation (Gold),Wyvern Gem,1,16
Barroth,HR,Investigation (Gold),Barroth Ridge+,3,14
Barroth,HR,Investigation (Gold),Barroth Carapace,3,10
Barroth,HR,Investigation (Purple),Mysterious Feystone,1,55
Barroth,HR,Investigation (Purple),Glowing Feystone,1,25
Barroth,HR,Investigation (Purple),Worn Feystone,1,15
Barroth,HR,Investigation (Purple),Warped Feystone,1,5
Barroth,MR,Track,Barroth Cortex,1,100
Barroth,MR,Carve / Capture,Barroth Cortex,1,29
Barroth,MR,Carve / Capture,Barroth Chine,1,23
Barroth,MR,Carve / Capture,Barroth Hardclaw,1,17
Barroth,MR,Carve / Capture,Barroth Crown,1,14
Barroth,MR,Carve / Capture,Barroth Lash,1,10
Barroth,MR,Carve / Capture,Wyvern Gem,1,5
Barroth,MR,Carve / Capture,Large Wyvern Gem,1,2
Barroth,MR,Wound Forearms,Barroth Hardclaw,1,100
Barroth,MR,Wound Hindlegs,Barroth Cortex,2,100
Barroth,MR,Shiny Drop,Rich Mud,1,50
Barroth,MR,Shiny Drop,Barroth Cortex,1,28
Barroth,MR,Shiny Drop,Large Wyvern Tear,1,22
Barroth,MR,Tail Carve,Barroth Lash,1,80
Barroth,MR,Tail Carve,Barroth Cortex,1,20
Barroth,MR,Palico Bonus,Rich Mud,1,50
Barroth,MR,Palico Bonus,Barroth Cortex,1,28
Barroth,MR,Palico Bonus,Large Wyvern Tear,1,22
Barroth,MR,Plunderblade,Barroth Cortex,1,43
Barroth,MR,Plunderblade,Barroth Chine,1,32
Barroth,MR,Plunderblade,Barroth Hardclaw,1,23
Barroth,MR,Plunderblade,Large Wyvern Gem,1,2
Barroth,MR,Bandit Mantle,Beautiful Scale,1,70
Barroth,MR,Bandit Mantle,Lustrous Scale,1,30
Barroth,MR,Hunt (Bronze),Barroth Chine,1,30
Barroth,MR,Hunt (Bronze),Barroth Cortex,1,21
Barroth,MR,Hunt (Bronze),Rich Mud,1,20
Barroth,MR,Hunt (Bronze),Barroth Hardclaw,1,16
Barroth,MR,Hunt (Bronze),Barroth Crown,1,11
Barroth,MR,Hunt (Bronze),Large Wyvern Gem,1,2
Barroth,MR,Investigation (Silver),Barroth Hardclaw,1,26
Barroth,MR,Investigation (Silver),Barroth Chine,2,18
Barroth,MR,Investigation (Silver),Barroth Crown,2,18
Barroth,MR,Investigation (Silver),Barroth Lash,1,16
Barroth,MR,Investigation (Silver),Barroth Cortex,2,14
Barroth,MR,Investigation (Silver),Large Wyvern Gem,1,8
Barroth,MR,Investigation (Gold),Barroth Hardclaw,1,26
Barroth,MR,Investigation (Gold),Barroth Crown,2,18
Barroth,MR,Investigation (Gold),Barroth Lash,1,16
Barroth,MR,Investigation (Gold),Large Wyvern Gem,1,16
Barroth,MR,Investigation (Gold),Barroth Chine,3,14
Barroth,MR,Investigation (Gold),Barroth Cortex,3,10
Barroth,MR,Investigation (Purple),Ancient Feystone,1,70
Barroth,MR,Investigation (Purple),Carved Feystone,1,30
Barroth,MR,Guiding Lands (Low),Fierce Dragonvein Bone,1,63
Barroth,MR,Guiding Lands (Low),Muddy Crown,1,37
Barroth,MR,Guiding Lands (Mid),Muddy Crown,1,63
Barroth,MR,Guiding Lands (Mid),Fierce Dragonvein Bone,1,37
Barroth,MR,Guiding Lands (High),Muddy Crown,1,100
Barroth,MR,Guiding Lands (Tempered),Tempered Crown,1,56
Barroth,MR,Guiding Lands (Tempered),Spiritvein Slogbone,1,27
Barroth,MR,Guiding Lands (Tempered),Spiritvein Gem Shard,1,17
Jyuratodus,LR,Track,Jyuratodus Scale,1,100
Jyuratodus,LR,Carve / Capture,Jyuratodus Scale,1,36
Jyuratodus,LR,Carve / Capture,Jyuratodus Shell,1,28
Jyuratodus,LR,Carve / Capture,Jyuratodus Fin,1,21
Jyuratodus,LR,Carve / Capture,Jyuratodus Fang,1,15
Jyuratodus,LR,Wound Head,Jyuratodus Fang,1,100
Jyuratodus,LR,Wound Back,Jyuratodus Fin,1,100
Jyuratodus,LR,Shiny Drop,Jyuratodus Scale,1,50
Jyuratodus,LR,Shiny Drop,Jyuratodus Fin,1,28
Jyuratodus,LR,Shiny Drop,Wyvern Tear,1,22
Jyuratodus,LR,Palico Bonus,Jyuratodus Scale,1,50
Jyuratodus,LR,Palico Bonus,Jyuratodus Fin,1,28
Jyuratodus,LR,Palico Bonus,Wyvern Tear,1,22
Jyuratodus,LR,Plunderblade,Jyuratodus Scale,1,43
Jyuratodus,LR,Plunderblade,Jyuratodus Shell,1,35
Jyuratodus,LR,Plunderblade,Jyuratodus Fang,1,22
Jyuratodus,LR,Bandit Mantle,Large Scale,1,100
Jyuratodus,LR,Hunt (Bronze),Jyuratodus Shell,1,27
Jyuratodus,LR,Hunt (Bronze),Jyuratodus Scale,1,21
Jyuratodus,LR,Hunt (Bronze),Aqua Sac,1,18
Jyuratodus,LR,Hunt (Bronze),Jyuratodus Fang,1,15
Jyuratodus,LR,Hunt (Bronze),Monster Bone M,2,10
Jyuratodus,LR,Hunt (Bronze),Jyuratodus Fin,1,9
Jyuratodus,LR,Investigation (Silver),Jyuratodus Fang,1,32
Jyuratodus,LR,Investigation (Silver),Jyuratodus Fin,1,25
Jyuratodus,LR,Investigation (Silver),Jyuratodus Shell,2,18
Jyuratodus,LR,Investigation (Silver),Aqua Sac,2,14
Jyuratodus,LR,Investigation (Silver),Jyuratodus Scale,2,11
Jyuratodus,LR,Investigation (Gold),Jyuratodus Fang,1,36
Jyuratodus,LR,Investigation (Gold),Jyuratodus Fin,1,30
Jyuratodus,LR,Investigation (Gold),Jyuratodus Shell,3,14
Jyuratodus,LR,Investigation (Gold),Aqua Sac,3,12
Jyuratodus,LR,Investigation (Gold),Jyuratodus Scale,3,8
Jyuratodus,HR,Track,Jyuratodus Scale+,1,100
Jyuratodus,HR,Carve / Capture,Jyuratodus Scale+,1,36
Jyuratodus,HR,Carve / Capture,Jyuratodus Carapace,1,27
Jyuratodus,HR,Carve / Capture,Jyuratodus Fin+,1,20
Jyuratodus,HR,Carve / Capture,Jyuratodus Fang+,1,15
Jyuratodus,HR,Carve / Capture,Wyvern Gem,1,2
Jyuratodus,HR,Wound Head,Jyuratodus Fang+,1,100
Jyuratodus,HR,Wound Back,Jyuratodus Fin+,1,100
Jyuratodus,HR,Shiny Drop,Jyuratodus Scale+,1,50
Jyuratodus,HR,Shiny Drop,Jyuratodus Fin+,1,28
Jyuratodus,HR,Shiny Drop,Wyvern Tear,1,22
Jyuratodus,HR,Palico Bonus,Jyuratodus Scale+,1,50
Jyuratodus,HR,Palico Bonus,Jyuratodus Fin+,1,28
Jyuratodus,HR,Palico Bonus,Wyvern Tear,1,22
Jyuratodus,HR,Plunderblade,Jyuratodus Scale+,1,41
Jyuratodus,HR,Plunderblade,Jyuratodus Carapace,1,35
Jyuratodus,HR,Plunderblade,Jyuratodus Fang+,1,22
Jyuratodus,HR,Plunderblade,Wyvern Gem,1,2
Jyuratodus,HR,Bandit Mantle,Large Scale,1,70
Jyuratodus,HR,Bandit Mantle,Beautiful Scale,1,30
Jyuratodus,HR,Hunt (Bronze),Jyuratodus Carapace,1,26
Jyuratodus,HR,Hunt (Bronze),Jyuratodus Scale+,1,21
Jyuratodus,HR,Hunt (Bronze),Torrent Sac,1,18
Jyuratodus,HR,Hunt (Bronze),Jyuratodus Fang+,1,15
Jyuratodus,HR,Hunt (Bronze),Monster Keenbone,2,10
Jyuratodus,HR,Hunt (Bronze),Jyuratodus Fin+,1,9
Jyuratodus,HR,Hunt (Bronze),Wyvern Gem,1,1
Jyuratodus,HR,Investigation (Silver),Jyuratodus Fang+,1,32
Jyuratodus,HR,Investigation (Silver),Jyuratodus Fin+,1,23
Jyuratodus,HR,Investigation (Silver),Jyuratodus Carapace,2,14
Jyuratodus,HR,Investigation (Silver),Torrent Sac,2,12
Jyuratodus,HR,Investigation (Silver),Jyuratodus Scale+,2,11
Jyuratodus,HR,Investigation (Silver),Wyvern Gem,1,8
Jyuratodus,HR,Investigation (Gold),Jyuratodus Fang+,1,30
Jyuratodus,HR,Investigation (Gold),Jyuratodus Fin+,1,24
Jyuratodus,HR,Investigation (Gold),Wyvern Gem,1,16
Jyuratodus,HR,Investigation (Gold),Jyuratodus Carapace,3,12
Jyuratodus,HR,Investigation (Gold),Torrent Sac,3,10
Jyuratodus,HR,Investigation (Gold),Jyuratodus Scale+,3,8
Jyuratodus,HR,Investigation (Purple),Mysterious Feystone,1,55
Jyuratodus,HR,Investigation (Purple),Glowing Feystone,1,25
Jyuratodus,HR,Investigation (Purple),Worn Feystone,1,15
Jyuratodus,HR,Investigation (Purple),Warped Feystone,1,5
Jyuratodus,MR,Track,Jyuratodus Shard,1,100
Jyuratodus,MR,Carve / Capture,Jyuratodus Shard,1,34
Jyuratodus,MR,Carve / Capture,Jyuratodus Cortex,1,25
Jyuratodus,MR,Carve / Capture,Jyuratodus Grandfin,1,20
Jyuratodus,MR,Carve / Capture,Jyuratodus Hardfang,1,14
Jyuratodus,MR,Carve / Capture,Wyvern Gem,1,5
Jyuratodus,MR,Carve / Capture,Large Wyvern Gem,1,2
Jyuratodus,MR,Wound Head,Jyuratodus Hardfang,1,100
Jyuratodus,MR,Wound Back,Jyuratodus Grandfin,1,100
Jyuratodus,MR,Shiny Drop,Flood Sac,1,50
Jyuratodus,MR,Shiny Drop,Jyuratodus Grandfin,1,28
Jyuratodus,MR,Shiny Drop,Large Wyvern Tear,1,22
Jyuratodus,MR,Palico Bonus,Jyuratodus Shard,1,50
Jyuratodus,MR,Palico Bonus,Jyuratodus Grandfin,1,28
Jyuratodus,MR,Palico Bonus,Large Wyvern Tear,1,22
Jyuratodus,MR,Plunderblade,Jyuratodus Shard,1,41
Jyuratodus,MR,Plunderblade,Jyuratodus Cortex,1,35
Jyuratodus,MR,Plunderblade,Jyuratodus Hardfang,1,22
Jyuratodus,MR,Plunderblade,Large Wyvern Gem,1,2
Jyuratodus,MR,Bandit Mantle,Beautiful Scale,1,70
Jyuratodus,MR,Bandit Mantle,Lustrous Scale,1,30
Jyuratodus,MR,Hunt (Bronze),Jyuratodus Cortex,1,28
Jyuratodus,MR,Hunt (Bronze),Jyuratodus Shard,1,22
Jyuratodus,MR,Hunt (Bronze),Flood Sac,1,22
Jyuratodus,MR,Hunt (Bronze),Jyuratodus Hardfang,1,16
Jyuratodus,MR,Hunt (Bronze),Jyuratodus Grandfin,1,10
Jyuratodus,MR,Hunt (Bronze),Large Wyvern Gem,1,2
Jyuratodus,MR,Investigation (Silver),Jyuratodus Hardfang,1,32
Jyuratodus,MR,Investigation (Silver),Jyuratodus Grandfin,1,23
Jyuratodus,MR,Investigation (Silver),Jyuratodus Cortex,2,14
Jyuratodus,MR,Investigation (Silver),Flood Sac,2,12
Jyuratodus,MR,Investigation (Silver),Jyuratodus Shard,2,11
Jyuratodus,MR,Investigation (Silver),Large Wyvern Gem,1,8
Jyuratodus,MR,Investigation (Gold),Jyuratodus Hardfang,1,30
Jyuratodus,MR,Investigation (Gold),Jyuratodus Grandfin,1,24
Jyuratodus,MR,Investigation (Gold),Large Wyvern Gem,1,16
Jyuratodus,MR,Investigation (Gold),Jyuratodus Cortex,3,12
Jyuratodus,MR,Investigation (Gold),Flood Sac,3,10
Jyuratodus,MR,Investigation (Gold),Jyuratodus Shard,3,8
Jyuratodus,MR,Investigation (Purple),Ancient Feystone,1,70
Jyuratodus,MR,Investigation (Purple),Carved Feystone,1,30
Jyuratodus,MR,Guiding Lands (Low),Fierce Dragonvein Bone,1,63
Jyuratodus,MR,Guiding Lands (Low),Monster Bone S,1,37
Jyuratodus,MR,Guiding Lands (Mid),Monster Bone S,1,63
Jyuratodus,MR,Guiding Lands (Mid),Fierce Dragonvein Bone,1,37
Jyuratodus,MR,Guiding Lands (Tempered),Monster Bone S,1,56
Jyuratodus,MR,Guiding Lands (Tempered),Spiritvein Slogbone,1,27
Jyuratodus,MR,Guiding Lands (Tempered),Spiritvein Gem Shard,1,17
Tobi-Kadachi,LR,Track,Tobi-Kadachi Scale,1,100
Tobi-Kadachi,LR,Carve / Capture,Tobi-Kadachi Scale,1,31
Tobi-Kadachi,LR,Carve / Capture,Tobi-Kadachi Pelt,1,24
Tobi-Kadachi,LR,Carve / Capture,Tobi-Kadachi Membrane,1,23
Tobi-Kadachi,LR,Carve / Capture,Tobi-Kadachi Electrode,1,12
Tobi-Kadachi,LR,Carve / Capture,Tobi-Kadachi Claw,1,10
Tobi-Kadachi,LR,Wound Head,Tobi-Kadachi Electrode,1,100
Tobi-Kadachi,LR,Wound Back,Tobi-Kadachi Pelt,1,80
Tobi-Kadachi,LR,Wound Back,Tobi-Kadachi Scale,1,20
Tobi-Kadachi,LR,Wound Forelegs,Tobi-Kadachi Claw,1,100
Tobi-Kadachi,LR,Wound Tail,Tobi-Kadachi Electrode,1,80
Tobi-Kadachi,LR,Wound Tail,Tobi-Kadachi Pelt,1,20
Tobi-Kadachi,LR,Shiny Drop,Tobi-Kadachi Scale,1,50
Tobi-Kadachi,LR,Shiny Drop,Tobi-Kadachi Claw,1,28
Tobi-Kadachi,LR,Shiny Drop,Wyvern Tear,1,22
Tobi-Kadachi,LR,Palico Bonus,Tobi-Kadachi Scale,1,50
Tobi-Kadachi,LR,Palico Bonus,Tobi-Kadachi Claw,1,28
Tobi-Kadachi,LR,Palico Bonus,Wyvern Tear,1,22
Tobi-Kadachi,LR,Plunderblade,Tobi-Kadachi Scale,1,43
Tobi-Kadachi,LR,Plunderblade,Tobi-Kadachi Pelt,1,35
Tobi-Kadachi,LR,Plunderblade,Tobi-Kadachi Membrane,1,22
Tobi-Kadachi,LR,Bandit Mantle,Large Scale,1,100
Tobi-Kadachi,LR,Hunt (Bronze),Tobi-Kadachi Pelt,1,26
